id,price,neighborhood,borough,accommodates,bathrooms,bedrooms,beds,review_scores_rating,number_of_reviews,listing_url
3789265,NA,Washington Heights,Manhattan,1,NA,NA,NA,NA,0,https://www.airbnb.com/rooms/3789265
3789758,NA,Greenpoint,Brooklyn,2,NA,1,NA,5,1,https://www.airbnb.com/rooms/3789758
3791244,190,West Village,Manhattan,3,1,1,1,4.78,27,https://www.airbnb.com/rooms/3791244
3791325,250,Clinton Hill,Brooklyn,2,1,1,2,4.87,39,https://www.airbnb.com/rooms/3791325
3792910,150,Bushwick,Brooklyn,2,1,0,2,4.9,273,https://www.airbnb.com/rooms/3792910
3793161,42,Woodside,Queens,1,1,1,1,4.77,13,https://www.airbnb.com/rooms/3793161
3797183,NA,Boerum Hill,Brooklyn,2,NA,1,NA,5,1,https://www.airbnb.com/rooms/3797183
3798874,NA,Park Slope,Brooklyn,5,NA,3,NA,4.75,4,https://www.airbnb.com/rooms/3798874
3800549,NA,Williamsburg,Brooklyn,2,NA,NA,NA,4,1,https://www.airbnb.com/rooms/3800549
3803622,300,Civic Center,Manhattan,4,1,1,4,4.73,11,https://www.airbnb.com/rooms/3803622
3808358,NA,Astoria,Queens,1,NA,1,NA,5,1,https://www.airbnb.com/rooms/3808358
3818298,NA,Harlem,Manhattan,2,NA,NA,NA,4.95,22,https://www.airbnb.com/rooms/3818298
3819136,NA,Bedford-Stuyvesant,Brooklyn,1,NA,2,NA,NA,0,https://www.airbnb.com/rooms/3819136
3819656,NA,Greenwich Village,Manhattan,1,NA,NA,NA,5,2,https://www.airbnb.com/rooms/3819656
3825437,NA,Gramercy,Manhattan,2,NA,NA,NA,5,5,https://www.airbnb.com/rooms/3825437
3827442,NA,West Village,Manhattan,4,NA,1,NA,5,8,https://www.airbnb.com/rooms/3827442
3829039,NA,Williamsburg,Brooklyn,2,NA,NA,NA,NA,0,https://www.airbnb.com/rooms/3829039
3833538,NA,Bedford-Stuyvesant,Brooklyn,4,NA,1,NA,4,2,https://www.airbnb.com/rooms/3833538
3835681,37,Ditmars Steinway,Queens,2,1,1,1,4.4,212,https://www.airbnb.com/rooms/3835681
3835757,59,Ditmars Steinway,Queens,2,1,1,1,4.44,320,https://www.airbnb.com/rooms/3835757
3836180,NA,West Village,Manhattan,2,NA,1,NA,5,5,https://www.airbnb.com/rooms/3836180
3838375,172,Upper West Side,Manhattan,6,1,2,5,4.97,118,https://www.airbnb.com/rooms/3838375
3839717,42,Woodside,Queens,1,1,2,1,4.75,4,https://www.airbnb.com/rooms/3839717
3840324,NA,Williamsburg,Brooklyn,2,NA,1,NA,4.94,18,https://www.airbnb.com/rooms/3840324
3841033,NA,Bay Ridge,Brooklyn,2,NA,NA,NA,5,1,https://www.airbnb.com/rooms/3841033
3841048,NA,Lower East Side,Manhattan,4,NA,2,NA,4.57,7,https://www.airbnb.com/rooms/3841048
3848105,170,Bedford-Stuyvesant,Brooklyn,4,1,2,2,4.95,22,https://www.airbnb.com/rooms/3848105
3848431,142,Harlem,Manhattan,4,1,2,3,4.6,25,https://www.airbnb.com/rooms/3848431
3848825,NA,Civic Center,Manhattan,2,NA,NA,NA,4.9,10,https://www.airbnb.com/rooms/3848825
3850493,143,Flatlands,Brooklyn,2,1,2,2,4.78,191,https://www.airbnb.com/rooms/3850493
3850967,NA,Crown Heights,Brooklyn,4,NA,2,NA,4.9,10,https://www.airbnb.com/rooms/3850967
3851719,NA,Gramercy,Manhattan,2,NA,1,NA,4.84,25,https://www.airbnb.com/rooms/3851719
3851911,136,Bedford-Stuyvesant,Brooklyn,4,1,0,2,4.5,126,https://www.airbnb.com/rooms/3851911
3852261,350,Arverne,Queens,8,2,4,4,4.87,106,https://www.airbnb.com/rooms/3852261
3852538,225,Fort Greene,Brooklyn,3,1,1,1,4.79,33,https://www.airbnb.com/rooms/3852538
3852988,NA,Sunset Park,Brooklyn,2,NA,2,NA,4.97,29,https://www.airbnb.com/rooms/3852988
3857180,NA,Prospect-Lefferts Gardens,Brooklyn,1,NA,NA,NA,4.18,11,https://www.airbnb.com/rooms/3857180
3857863,120,Washington Heights,Manhattan,2,1,1,0,4.64,156,https://www.airbnb.com/rooms/3857863
3860899,NA,Williamsburg,Brooklyn,1,NA,1,NA,NA,0,https://www.airbnb.com/rooms/3860899
3861713,NA,Greenpoint,Brooklyn,2,NA,NA,NA,4.67,3,https://www.airbnb.com/rooms/3861713
3864528,NA,Hell's Kitchen,Manhattan,2,NA,1,NA,NA,0,https://www.airbnb.com/rooms/3864528
3866888,210,Midtown,Manhattan,4,1,2,0,4.44,18,https://www.airbnb.com/rooms/3866888
3868100,NA,Lower East Side,Manhattan,3,NA,1,NA,4.76,21,https://www.airbnb.com/rooms/3868100
3868344,158,Bedford-Stuyvesant,Brooklyn,6,1,2,3,4.22,60,https://www.airbnb.com/rooms/3868344
3869762,NA,Upper East Side,Manhattan,2,NA,1,NA,NA,0,https://www.airbnb.com/rooms/3869762
3873451,471,Upper East Side,Manhattan,2,1,1,1,NA,0,https://www.airbnb.com/rooms/3873451
3874870,NA,East Village,Manhattan,4,NA,1,NA,4.79,19,https://www.airbnb.com/rooms/3874870
3876850,NA,Upper West Side,Manhattan,1,NA,2,NA,4.83,6,https://www.airbnb.com/rooms/3876850
3880588,NA,Murray Hill,Manhattan,4,NA,2,NA,4.15,20,https://www.airbnb.com/rooms/3880588
3882682,NA,Harlem,Manhattan,1,NA,NA,NA,4.85,27,https://www.airbnb.com/rooms/3882682
3883020,NA,Crown Heights,Brooklyn,4,NA,2,NA,4.81,49,https://www.airbnb.com/rooms/3883020
3884105,NA,Prospect-Lefferts Gardens,Brooklyn,4,NA,1,NA,4.46,13,https://www.airbnb.com/rooms/3884105
3889997,198,Chelsea,Manhattan,2,1,1,1,4.75,4,https://www.airbnb.com/rooms/3889997
3891031,139,Financial District,Manhattan,2,1,1,1,4.18,11,https://www.airbnb.com/rooms/3891031
3891370,NA,Nolita,Manhattan,4,NA,2,NA,5,3,https://www.airbnb.com/rooms/3891370
3895455,NA,Crown Heights,Brooklyn,1,NA,NA,NA,4.67,3,https://www.airbnb.com/rooms/3895455
3898329,NA,Battery Park City,Manhattan,3,NA,NA,NA,4.83,6,https://www.airbnb.com/rooms/3898329
3902156,199,Fort Greene,Brooklyn,2,1.5,1,1,4.9,20,https://www.airbnb.com/rooms/3902156
3902791,NA,West Village,Manhattan,4,NA,1,NA,5,5,https://www.airbnb.com/rooms/3902791
3908094,NA,Williamsburg,Brooklyn,2,NA,NA,NA,5,5,https://www.airbnb.com/rooms/3908094
3913635,NA,Chinatown,Manhattan,4,NA,1,NA,4.48,93,https://www.airbnb.com/rooms/3913635
3915042,NA,Murray Hill,Manhattan,2,NA,1,NA,5,2,https://www.airbnb.com/rooms/3915042
3922417,135,Chelsea,Manhattan,2,1,0,2,4.55,20,https://www.airbnb.com/rooms/3922417
3923128,116,Upper East Side,Manhattan,2,1,1,1,4.86,7,https://www.airbnb.com/rooms/3923128
3924325,79,East Flatbush,Brooklyn,1,1,1,1,4.86,7,https://www.airbnb.com/rooms/3924325
3928241,NA,Lower East Side,Manhattan,1,NA,1,NA,NA,0,https://www.airbnb.com/rooms/3928241
3929669,NA,Greenpoint,Brooklyn,2,NA,1,NA,5,11,https://www.airbnb.com/rooms/3929669
3930149,NA,Greenpoint,Brooklyn,2,NA,1,NA,4.5,10,https://www.airbnb.com/rooms/3930149
3933059,NA,Washington Heights,Manhattan,4,NA,1,NA,4,3,https://www.airbnb.com/rooms/3933059
3933382,NA,Long Island City,Queens,2,NA,1,NA,4,2,https://www.airbnb.com/rooms/3933382
3939086,NA,Mott Haven,Bronx,1,NA,1,NA,4.54,13,https://www.airbnb.com/rooms/3939086
3939535,80,Briarwood,Queens,2,1,1,2,4.86,71,https://www.airbnb.com/rooms/3939535
3942731,NA,Battery Park City,Manhattan,4,NA,1,NA,4.86,7,https://www.airbnb.com/rooms/3942731
3943879,NA,Williamsburg,Brooklyn,2,NA,NA,NA,4.83,92,https://www.airbnb.com/rooms/3943879
3945636,NA,Astoria,Queens,1,NA,2,NA,4.8,5,https://www.airbnb.com/rooms/3945636
3945796,NA,Kips Bay,Manhattan,1,NA,NA,NA,4.92,13,https://www.airbnb.com/rooms/3945796
3946018,NA,Hell's Kitchen,Manhattan,2,NA,1,NA,4.97,68,https://www.airbnb.com/rooms/3946018
3946239,NA,Bedford-Stuyvesant,Brooklyn,5,NA,2,NA,4.91,11,https://www.airbnb.com/rooms/3946239
3951363,NA,Bushwick,Brooklyn,1,NA,NA,NA,NA,0,https://www.airbnb.com/rooms/3951363
3952093,NA,Upper West Side,Manhattan,4,NA,2,NA,4.56,97,https://www.airbnb.com/rooms/3952093
3953314,154,Clason Point,Bronx,5,1,2,3,4.57,23,https://www.airbnb.com/rooms/3953314
3953415,75,Clason Point,Bronx,2,1,2,1,NA,0,https://www.airbnb.com/rooms/3953415
3962389,125,Flatlands,Brooklyn,5,1,2,4,4.42,12,https://www.airbnb.com/rooms/3962389
3962586,NA,East Village,Manhattan,2,NA,1,NA,5,1,https://www.airbnb.com/rooms/3962586
3963137,NA,Bedford-Stuyvesant,Brooklyn,7,NA,3,NA,5,7,https://www.airbnb.com/rooms/3963137
3963635,406,Bedford-Stuyvesant,Brooklyn,8,2.5,3,4,4.86,74,https://www.airbnb.com/rooms/3963635
3968434,62,Harlem,Manhattan,2,2,1,1,4.37,46,https://www.airbnb.com/rooms/3968434
3968610,128,Greenwich Village,Manhattan,2,1,1,1,4.23,40,https://www.airbnb.com/rooms/3968610
3970701,71,East Flatbush,Brooklyn,1,1,1,1,4.87,15,https://www.airbnb.com/rooms/3970701
3970755,NA,Cobble Hill,Brooklyn,2,NA,1,NA,NA,0,https://www.airbnb.com/rooms/3970755
3971526,NA,Flatbush,Brooklyn,2,NA,NA,NA,NA,0,https://www.airbnb.com/rooms/3971526
3971580,NA,Bay Ridge,Brooklyn,4,NA,2,NA,NA,0,https://www.airbnb.com/rooms/3971580
3971948,NA,Clinton Hill,Brooklyn,3,NA,2,NA,NA,0,https://www.airbnb.com/rooms/3971948
3974464,NA,Upper West Side,Manhattan,2,NA,1,NA,NA,0,https://www.airbnb.com/rooms/3974464
3979360,NA,Midtown,Manhattan,4,NA,NA,NA,4.2,5,https://www.airbnb.com/rooms/3979360
3979611,NA,Roosevelt Island,Manhattan,4,1,1,1,4.3,30,https://www.airbnb.com/rooms/3979611
3985673,230,Chelsea,Manhattan,2,1,1,1,4.94,18,https://www.airbnb.com/rooms/3985673
3987571,152,Bedford-Stuyvesant,Brooklyn,2,1,0,2,4.78,400,https://www.airbnb.com/rooms/3987571
3987599,93,Bushwick,Brooklyn,5,1,3,3,4.8,25,https://www.airbnb.com/rooms/3987599
3989564,134,Bedford-Stuyvesant,Brooklyn,2,1,1,2,4.68,352,https://www.airbnb.com/rooms/3989564
3993388,NA,Hell's Kitchen,Manhattan,5,NA,NA,NA,4.58,199,https://www.airbnb.com/rooms/3993388
3993553,NA,Park Slope,Brooklyn,2,NA,NA,NA,4.5,2,https://www.airbnb.com/rooms/3993553
3998977,550,Upper West Side,Manhattan,7,2,5,0,5,2,https://www.airbnb.com/rooms/3998977
3999228,NA,West Village,Manhattan,2,NA,NA,NA,4.69,16,https://www.airbnb.com/rooms/3999228
4000579,NA,Clinton Hill,Brooklyn,2,NA,1,NA,4.67,3,https://www.airbnb.com/rooms/4000579
4003515,NA,Glendale,Queens,2,NA,NA,NA,4.93,46,https://www.airbnb.com/rooms/4003515
4006264,NA,Harlem,Manhattan,2,NA,1,NA,5,1,https://www.airbnb.com/rooms/4006264
4007277,NA,Astoria,Queens,2,NA,NA,NA,4.9,30,https://www.airbnb.com/rooms/4007277
4007770,NA,Harlem,Manhattan,4,NA,1,NA,NA,0,https://www.airbnb.com/rooms/4007770
4010865,NA,Upper West Side,Manhattan,7,NA,5,NA,5,3,https://www.airbnb.com/rooms/4010865
4013668,NA,Park Slope,Brooklyn,6,NA,1,NA,4.85,125,https://www.airbnb.com/rooms/4013668
4016121,NA,Nolita,Manhattan,2,NA,1,NA,5,1,https://www.airbnb.com/rooms/4016121
4016142,225,Lower East Side,Manhattan,2,1,1,3,4.93,46,https://www.airbnb.com/rooms/4016142
4016173,99,Park Slope,Brooklyn,2,1,1,4,4.9,39,https://www.airbnb.com/rooms/4016173
4017226,NA,Park Slope,Brooklyn,1,NA,1,NA,5,1,https://www.airbnb.com/rooms/4017226
4020425,95,Mott Haven,Bronx,2,1.5,1,1,4.69,26,https://www.airbnb.com/rooms/4020425
4024582,NA,Williamsburg,Brooklyn,2,NA,1,NA,4.92,95,https://www.airbnb.com/rooms/4024582
4025313,NA,Financial District,Manhattan,2,NA,NA,NA,4.38,8,https://www.airbnb.com/rooms/4025313
4025329,149,Harlem,Manhattan,4,1,0,2,4.63,166,https://www.airbnb.com/rooms/4025329
4026150,80,Elmhurst,Queens,2,1,1,1,4.73,252,https://www.airbnb.com/rooms/4026150
4028670,NA,Lower East Side,Manhattan,1,NA,1,NA,NA,0,https://www.airbnb.com/rooms/4028670
4031463,71,Norwood,Bronx,2,1,1,1,4.87,124,https://www.airbnb.com/rooms/4031463
4033422,250,Lighthouse Hill,Staten Island,2,2,1,3,4.65,57,https://www.airbnb.com/rooms/4033422
4033444,130,Crown Heights,Brooklyn,4,1,1,0,4.74,204,https://www.airbnb.com/rooms/4033444
4033521,180,Crown Heights,Brooklyn,4,1,1,3,4.56,223,https://www.airbnb.com/rooms/4033521
4033998,200,Jackson Heights,Queens,3,1,1,2,NA,0,https://www.airbnb.com/rooms/4033998
4037379,NA,Flatbush,Brooklyn,2,NA,NA,NA,4.78,9,https://www.airbnb.com/rooms/4037379
4037522,99,Astoria,Queens,2,1,2,1,4.69,16,https://www.airbnb.com/rooms/4037522
4038794,70,Harlem,Manhattan,1,1,1,1,4.86,29,https://www.airbnb.com/rooms/4038794
4041189,NA,Washington Heights,Manhattan,3,NA,1,NA,4.5,2,https://www.airbnb.com/rooms/4041189
4041351,NA,Crown Heights,Brooklyn,2,NA,1,NA,NA,0,https://www.airbnb.com/rooms/4041351
4041383,NA,Harlem,Manhattan,2,NA,NA,NA,5,5,https://www.airbnb.com/rooms/4041383
4044625,NA,Chinatown,Manhattan,2,NA,NA,NA,4.71,7,https://www.airbnb.com/rooms/4044625
4044906,NA,Fort Greene,Brooklyn,5,NA,2,NA,4,3,https://www.airbnb.com/rooms/4044906
4047638,NA,Astoria,Queens,2,NA,NA,NA,4.78,27,https://www.airbnb.com/rooms/4047638
4047751,NA,Upper West Side,Manhattan,2,NA,1,NA,NA,0,https://www.airbnb.com/rooms/4047751
4047815,NA,Jackson Heights,Queens,2,NA,1,NA,4.7,23,https://www.airbnb.com/rooms/4047815
4051643,NA,Harlem,Manhattan,2,NA,NA,NA,4,1,https://www.airbnb.com/rooms/4051643
4053249,NA,Clinton Hill,Brooklyn,4,NA,2,NA,4.77,13,https://www.airbnb.com/rooms/4053249
4053517,170,Greenpoint,Brooklyn,2,1,1,1,4.55,29,https://www.airbnb.com/rooms/4053517
4053564,NA,Bedford-Stuyvesant,Brooklyn,1,NA,NA,NA,4.88,40,https://www.airbnb.com/rooms/4053564
4054332,NA,Park Slope,Brooklyn,2,NA,NA,NA,4.83,41,https://www.airbnb.com/rooms/4054332
4055732,NA,Clinton Hill,Brooklyn,2,NA,NA,NA,4,1,https://www.airbnb.com/rooms/4055732
4058515,100,Bedford-Stuyvesant,Brooklyn,2,1,0,1,5,8,https://www.airbnb.com/rooms/4058515
4058701,NA,Upper West Side,Manhattan,1,NA,NA,NA,5,3,https://www.airbnb.com/rooms/4058701
4059620,229,NoHo,Manhattan,2,1,1,1,4.38,323,https://www.airbnb.com/rooms/4059620
4059794,NA,Civic Center,Manhattan,4,NA,1,NA,5,2,https://www.airbnb.com/rooms/4059794
4060446,98,Inwood,Manhattan,2,1,1,1,4.86,73,https://www.airbnb.com/rooms/4060446
4060993,NA,Ridgewood,Queens,4,NA,2,NA,4.8,5,https://www.airbnb.com/rooms/4060993
4067820,NA,Unionport,Bronx,4,NA,2,NA,4.87,151,https://www.airbnb.com/rooms/4067820
4067861,NA,East Flatbush,Brooklyn,1,NA,NA,NA,NA,0,https://www.airbnb.com/rooms/4067861
4069228,NA,Flatbush,Brooklyn,2,NA,2,NA,4.87,63,https://www.airbnb.com/rooms/4069228
4069341,NA,Harlem,Manhattan,5,NA,1,NA,4.79,34,https://www.airbnb.com/rooms/4069341
4070025,400,Vinegar Hill,Brooklyn,2,1,1,1,4.9,191,https://www.airbnb.com/rooms/4070025
4074248,500,Williamsburg,Brooklyn,1,2,1,1,4.68,31,https://www.airbnb.com/rooms/4074248
4076084,NA,Williamsburg,Brooklyn,2,NA,NA,NA,4.5,2,https://www.airbnb.com/rooms/4076084
4077427,NA,Williamsburg,Brooklyn,2,NA,1,NA,5,2,https://www.airbnb.com/rooms/4077427
4081707,NA,Red Hook,Brooklyn,6,NA,3,NA,5,10,https://www.airbnb.com/rooms/4081707
4082357,NA,Greenpoint,Brooklyn,3,NA,2,NA,4.85,27,https://www.airbnb.com/rooms/4082357
4084603,NA,East Village,Manhattan,4,NA,1,NA,5,1,https://www.airbnb.com/rooms/4084603
4116403,NA,Crown Heights,Brooklyn,2,NA,1,NA,NA,0,https://www.airbnb.com/rooms/4116403
4117817,NA,Williamsburg,Brooklyn,2,NA,NA,NA,4.25,4,https://www.airbnb.com/rooms/4117817
4121173,NA,Financial District,Manhattan,3,NA,1,NA,4.5,2,https://www.airbnb.com/rooms/4121173
4121363,100,East Harlem,Manhattan,3,1,0,2,5,23,https://www.airbnb.com/rooms/4121363
4125398,NA,Upper West Side,Manhattan,2,NA,NA,NA,4.67,6,https://www.airbnb.com/rooms/4125398
4126676,221,Hell's Kitchen,Manhattan,2,1,1,1,4.87,52,https://www.airbnb.com/rooms/4126676
4127402,NA,Crown Heights,Brooklyn,5,NA,2,NA,4.21,14,https://www.airbnb.com/rooms/4127402
4128337,185,Bedford-Stuyvesant,Brooklyn,2,1,1,2,4.63,283,https://www.airbnb.com/rooms/4128337
4128428,425,Murray Hill,Manhattan,2,1,1,1,5,15,https://www.airbnb.com/rooms/4128428
4128450,NA,Boerum Hill,Brooklyn,2,NA,1,NA,5,2,https://www.airbnb.com/rooms/4128450
4129909,NA,Bedford-Stuyvesant,Brooklyn,3,NA,NA,NA,4.49,61,https://www.airbnb.com/rooms/4129909
4132116,170,Flatbush,Brooklyn,2,1.5,2,2,4.73,124,https://www.airbnb.com/rooms/4132116
4134035,185,Downtown Brooklyn,Brooklyn,2,1,1,1,4.97,176,https://www.airbnb.com/rooms/4134035
4135674,NA,Fort Greene,Brooklyn,4,NA,3,NA,4.2,5,https://www.airbnb.com/rooms/4135674
4136252,100,Harlem,Manhattan,3,1,1,1,4.72,87,https://www.airbnb.com/rooms/4136252
4137414,NA,East Village,Manhattan,2,NA,1,NA,4.67,6,https://www.airbnb.com/rooms/4137414
4140776,45,Forest Hills,Queens,1,1,1,1,4.46,35,https://www.airbnb.com/rooms/4140776
4142125,NA,Sunset Park,Brooklyn,2,NA,NA,NA,NA,0,https://www.airbnb.com/rooms/4142125
4144630,NA,Williamsburg,Brooklyn,2,NA,1,NA,NA,0,https://www.airbnb.com/rooms/4144630
4152752,175,Hell's Kitchen,Manhattan,2,1,1,1,4.86,631,https://www.airbnb.com/rooms/4152752
4155012,NA,East Village,Manhattan,2,NA,1,NA,4.89,9,https://www.airbnb.com/rooms/4155012
4162119,79,Prospect Heights,Brooklyn,2,1,1,1,4.67,46,https://www.airbnb.com/rooms/4162119
4162292,160,Flatbush,Brooklyn,3,1,1,2,4.9,43,https://www.airbnb.com/rooms/4162292
4162519,39,Flatbush,Brooklyn,2,1,1,3,4.73,234,https://www.airbnb.com/rooms/4162519
4162667,65,Prospect Heights,Brooklyn,1,1,1,1,5,3,https://www.airbnb.com/rooms/4162667
4163804,NA,Upper West Side,Manhattan,2,NA,1,NA,NA,0,https://www.airbnb.com/rooms/4163804
4169094,90,Ditmars Steinway,Queens,2,1,1,2,4.76,25,https://www.airbnb.com/rooms/4169094
4172303,200,Red Hook,Brooklyn,4,1,2,2,5,4,https://www.airbnb.com/rooms/4172303
4172633,NA,Astoria,Queens,4,NA,1,NA,4,1,https://www.airbnb.com/rooms/4172633
4173751,NA,Harlem,Manhattan,2,NA,NA,NA,4.5,4,https://www.airbnb.com/rooms/4173751
4174847,48,Ridgewood,Queens,1,1,1,1,4.93,46,https://www.airbnb.com/rooms/4174847
4181102,NA,Chinatown,Manhattan,2,NA,NA,NA,4.79,14,https://www.airbnb.com/rooms/4181102
4181828,NA,Concourse Village,Bronx,1,NA,NA,NA,4.82,28,https://www.airbnb.com/rooms/4181828
4183424,152,West Village,Manhattan,2,1,1,1,4.63,27,https://www.airbnb.com/rooms/4183424
4183801,115,Bedford-Stuyvesant,Brooklyn,3,1,2,2,4.77,139,https://www.airbnb.com/rooms/4183801
4183989,75,Harlem,Manhattan,1,1.5,1,1,4.83,64,https://www.airbnb.com/rooms/4183989
4187653,NA,Bay Ridge,Brooklyn,2,NA,1,NA,4,1,https://www.airbnb.com/rooms/4187653
4189428,NA,Prospect Heights,Brooklyn,4,NA,2,NA,NA,0,https://www.airbnb.com/rooms/4189428
4190301,NA,Bedford-Stuyvesant,Brooklyn,1,NA,1,NA,NA,0,https://www.airbnb.com/rooms/4190301
4191257,NA,Murray Hill,Manhattan,3,NA,1,NA,5,1,https://www.airbnb.com/rooms/4191257
4196039,NA,Greenpoint,Brooklyn,2,NA,NA,NA,NA,0,https://www.airbnb.com/rooms/4196039
4198391,NA,East Village,Manhattan,4,NA,2,NA,NA,0,https://www.airbnb.com/rooms/4198391
4198695,53,Midwood,Brooklyn,2,1,1,1,4.57,7,https://www.airbnb.com/rooms/4198695
4199411,NA,Greenwich Village,Manhattan,2,NA,1,NA,NA,0,https://www.airbnb.com/rooms/4199411
4203119,NA,Nolita,Manhattan,2,NA,1,NA,NA,0,https://www.airbnb.com/rooms/4203119
4203460,NA,Kips Bay,Manhattan,2,NA,1,NA,NA,0,https://www.airbnb.com/rooms/4203460
4204302,NA,Greenwich Village,Manhattan,3,NA,1,NA,3.5,2,https://www.airbnb.com/rooms/4204302
4204988,NA,East Village,Manhattan,4,NA,1,NA,NA,0,https://www.airbnb.com/rooms/4204988
4206034,150,Randall Manor,Staten Island,2,1,1,2,4.88,41,https://www.airbnb.com/rooms/4206034
4206087,NA,Prospect-Lefferts Gardens,Brooklyn,2,NA,NA,NA,4.75,4,https://www.airbnb.com/rooms/4206087
4211276,NA,Prospect-Lefferts Gardens,Brooklyn,7,NA,4,NA,4,3,https://www.airbnb.com/rooms/4211276
4216183,NA,Williamsburg,Brooklyn,3,NA,1,NA,4,3,https://www.airbnb.com/rooms/4216183
4216435,NA,Kingsbridge,Bronx,2,NA,1,NA,NA,0,https://www.airbnb.com/rooms/4216435
4216813,240,Greenpoint,Brooklyn,4,1,1,1,4.92,199,https://www.airbnb.com/rooms/4216813
4225738,289,Downtown Brooklyn,Brooklyn,2,1,1,0,4.89,9,https://www.airbnb.com/rooms/4225738
4225745,NA,Clinton Hill,Brooklyn,2,NA,NA,NA,4.57,7,https://www.airbnb.com/rooms/4225745
4227018,NA,Williamsburg,Brooklyn,2,NA,NA,NA,NA,0,https://www.airbnb.com/rooms/4227018
4227499,292,Chelsea,Manhattan,6,1,2,2,4.84,79,https://www.airbnb.com/rooms/4227499
4227554,NA,Woodside,Queens,4,NA,2,NA,4.91,142,https://www.airbnb.com/rooms/4227554
4232356,NA,Upper East Side,Manhattan,2,NA,NA,NA,NA,0,https://www.airbnb.com/rooms/4232356
4233006,61,Bay Ridge,Brooklyn,2,1,1,1,4.68,31,https://www.airbnb.com/rooms/4233006
4235620,115,Flushing,Queens,2,1,1,1,4.96,27,https://www.airbnb.com/rooms/4235620
4241028,70,Jamaica,Queens,2,1,1,1,4.79,468,https://www.airbnb.com/rooms/4241028
4243533,NA,Woodside,Queens,1,NA,1,NA,NA,0,https://www.airbnb.com/rooms/4243533
4244476,NA,Greenpoint,Brooklyn,2,NA,1,NA,1,1,https://www.airbnb.com/rooms/4244476
4244576,NA,Washington Heights,Manhattan,1,NA,NA,NA,NA,0,https://www.airbnb.com/rooms/4244576
4248788,NA,Upper West Side,Manhattan,2,NA,NA,NA,4.4,5,https://www.airbnb.com/rooms/4248788
4249342,225,Financial District,Manhattan,2,1,1,1,4.94,100,https://www.airbnb.com/rooms/4249342
4258867,NA,Fort Greene,Brooklyn,3,NA,1,NA,4.76,21,https://www.airbnb.com/rooms/4258867
4260964,250,Harlem,Manhattan,2,1,1,1,4.97,93,https://www.airbnb.com/rooms/4260964
4261951,NA,Hell's Kitchen,Manhattan,3,NA,1,NA,5,2,https://www.airbnb.com/rooms/4261951
4263488,NA,Hell's Kitchen,Manhattan,4,NA,2,NA,NA,0,https://www.airbnb.com/rooms/4263488
4263802,225,Fort Greene,Brooklyn,2,1,1,1,4.93,69,https://www.airbnb.com/rooms/4263802
4264049,43,Astoria,Queens,1,1,1,1,4.64,11,https://www.airbnb.com/rooms/4264049
4264127,42,Astoria,Queens,1,1,1,1,4.84,19,https://www.airbnb.com/rooms/4264127
4265471,40,Bedford-Stuyvesant,Brooklyn,1,1.5,1,0,4.9,30,https://www.airbnb.com/rooms/4265471
4268286,125,East Harlem,Manhattan,2,1,1,1,4.77,260,https://www.airbnb.com/rooms/4268286
4271059,NA,Greenpoint,Brooklyn,4,NA,2,NA,4.57,7,https://www.airbnb.com/rooms/4271059
4273931,NA,Upper East Side,Manhattan,4,NA,2,NA,4.82,57,https://www.airbnb.com/rooms/4273931
4274589,NA,Civic Center,Manhattan,4,NA,1,NA,4.68,22,https://www.airbnb.com/rooms/4274589
4275729,NA,Bushwick,Brooklyn,3,NA,1,NA,NA,0,https://www.airbnb.com/rooms/4275729
4279260,NA,Ridgewood,Queens,4,NA,2,NA,4.92,104,https://www.airbnb.com/rooms/4279260
4279323,NA,Prospect-Lefferts Gardens,Brooklyn,2,NA,1,NA,4.5,2,https://www.airbnb.com/rooms/4279323
4281241,NA,Greenwich Village,Manhattan,2,NA,NA,NA,4.71,24,https://www.airbnb.com/rooms/4281241
4285522,195,Harlem,Manhattan,1,1,1,1,5,27,https://www.airbnb.com/rooms/4285522
4291654,NA,Williamsburg,Brooklyn,1,NA,1,NA,NA,0,https://www.airbnb.com/rooms/4291654
4293040,75,Bedford-Stuyvesant,Brooklyn,1,1,1,1,1,1,https://www.airbnb.com/rooms/4293040
4293935,107,Crown Heights,Brooklyn,2,1,1,2,4.39,76,https://www.airbnb.com/rooms/4293935
4294969,NA,Greenwich Village,Manhattan,4,NA,1,NA,4,1,https://www.airbnb.com/rooms/4294969
4296710,55,Kingsbridge,Bronx,3,1,1,2,4.69,134,https://www.airbnb.com/rooms/4296710
4296956,175,Canarsie,Brooklyn,6,1,3,5,4.54,37,https://www.airbnb.com/rooms/4296956
4297952,212,Chelsea,Manhattan,2,1,1,1,4.88,371,https://www.airbnb.com/rooms/4297952
4299536,164,Clinton Hill,Brooklyn,2,2,1,1,4.81,63,https://www.airbnb.com/rooms/4299536
4303600,120,Bedford-Stuyvesant,Brooklyn,1,1.5,1,1,4.77,57,https://www.airbnb.com/rooms/4303600
4305170,145,Clinton Hill,Brooklyn,2,1,0,1,4.74,105,https://www.airbnb.com/rooms/4305170
4308991,NA,East Village,Manhattan,2,NA,NA,NA,4.89,9,https://www.airbnb.com/rooms/4308991
4310501,NA,East Village,Manhattan,2,NA,2,NA,4.81,74,https://www.airbnb.com/rooms/4310501
4315934,80,Bedford-Stuyvesant,Brooklyn,2,1,1,1,4.5,2,https://www.airbnb.com/rooms/4315934
